"query","superkingdom","kingdom","subkingdom","phylum","superclass","class","subclass","infraclass","superorder","order","suborder","infraorder","parvorder","superfamily","family","subfamily","tribe","genus","subgenus","species"
"Taxa00545","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","","","","","","","","","","",""
"Taxa00546","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00547","Eukaryota","Fungi","Dikarya","Ascomycota","","Eurotiomycetes","Eurotiomycetidae","","","Eurotiales","","","","","Aspergillaceae","","","Penicillium","",""
"Taxa00548","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00549","Eukaryota","Viridiplantae","","Streptophyta","","","","","","Apiales","Apiineae","","","","Araliaceae","","","Panax","",""
"Taxa00550","Eukaryota","","","","","","","","","Cercomonadida","","","","","Cercomonadidae","","","","",""
"Taxa00551","Eukaryota","Fungi","","Zoopagomycota","","Entomophthoromycetes","","","","Entomophthorales","","","","","Entomophthoraceae","","","","",""
"Taxa00552","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00553","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00554","Eukaryota","Viridiplantae","","Chlorophyta","","Trebouxiophyceae","","","","Trebouxiales","","","","","Trebouxiaceae","","","Parietochloris","",""
"Taxa00555","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","Corticiales","","","","","Corticiaceae","","","Hyphodontia","",""
"Taxa00556","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00557","Eukaryota","Metazoa","","","","","","","","","","","","","","","","","",""
"Taxa00558","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","Agaricomycetidae","","","Agaricales","","","","","","","","","",""
"Taxa00559","Eukaryota","","","","","Oomycetes","","","","Saprolegniales","","","","","Saprolegniaceae","","","","",""
"Taxa00560","Eukaryota","","","","","","","","","Bicosoecida","","","","","","","","","",""
"Taxa00561","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","Rhizobiales","","","","","","","","","",""
"Taxa00562","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00563","","","","","","","","","","","","","","","","","","","",""
"Taxa00564","Eukaryota","Fungi","Dikarya","Ascomycota","","Saccharomycetes","","","","Saccharomycetales","","","","","Saccharomycetaceae","","","Saccharomyces","",""
"Taxa00565","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","","","","","",""
"Taxa00566","Eukaryota","","","","","","","","","Vampyrellida","","","","","Leptophryidae","","","","",""
"Taxa00567","Bacteria","","","Proteobacteria","","Gammaproteobacteria","","","","","","","","","","","","","",""
"Taxa00568","Eukaryota","Fungi","Dikarya","Ascomycota","","Eurotiomycetes","Chaetothyriomycetidae","","","Chaetothyriales","","","","","","","","","",""
"Taxa00569","Eukaryota","","","","","","","","","Vampyrellida","","","","","Leptophryidae","","","","",""
"Taxa00570","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00571","Eukaryota","Viridiplantae","","Streptophyta","","","","","","","","","","","","","","","",""
"Taxa00572","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Thysanoptera","Tubulifera","","","Phlaeothripoidea","Phlaeothripidae","","","","",""
"Taxa00573","Eukaryota","","","","","","","","","","","","","","Paramoebidae","","","Korotnevella","",""
"Taxa00574","","","","","","","","","","","","","","","","","","","",""
"Taxa00575","Eukaryota","","","","","","","","","Bicosoecida","","","","","","","","","",""
"Taxa00576","Eukaryota","","","","","Litostomatea","Haptoria","","","Haptorida","","","","","","","","","",""
"Taxa00577","Eukaryota","Fungi","","Zoopagomycota","","Entomophthoromycetes","","","","Entomophthorales","","","","","Entomophthoraceae","","","","",""
"Taxa00578","Eukaryota","","","","","Chrysophyceae","","","","","","","","","","","","","","uncultured Chrysophyceae"
"Taxa00579","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","Chlamydomonadales","","","","","Chlamydomonadaceae","","","","",""
"Taxa00580","Eukaryota","","","","","Oomycetes","","","","","","","","","","","","","",""
"Taxa00581","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00582","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","","","","","",""
"Taxa00583","Bacteria","","","Proteobacteria","","Gammaproteobacteria","","","","","","","","","","","","","",""
"Taxa00584","Eukaryota","","","Euglenida","","","","","","Euglenales","","","","","Euglenaceae","","","Euglena","",""
"Taxa00585","Eukaryota","Viridiplantae","","Streptophyta","","","","","","","","","","","","","","","",""
"Taxa00586","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00587","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00588","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","","","","","",""
"Taxa00589","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Thysanoptera","Terebrantia","","","Thripoidea","Thripidae","Thripinae","","Anaphothrips","",""
"Taxa00590","Eukaryota","","","","","","","","","","","","","","","","","Kraken","","Kraken carinae"
"Taxa00591","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00592","Eukaryota","Fungi","","Mucoromycota","","Glomeromycetes","","","","","","","","","","","","","",""
"Taxa00593","Eukaryota","","","","","Litostomatea","Haptoria","","","Pleurostomatida","","","","","","","","","",""
"Taxa00594","Eukaryota","","","","","","","","","Longamoebia","","","","","","","","Mayorella","",""
"Taxa00595","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","Rhizobiales","","","","","","","","","",""
"Taxa00596","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","","","","","","","","","","",""
"Taxa00597","Eukaryota","","","","","","","","","Vampyrellida","","","","","Leptophryidae","","","","",""
"Taxa00598","Bacteria","","","Proteobacteria","","Betaproteobacteria","","","","Neisseriales","","","","","Chromobacteriaceae","","","","",""
"Taxa00599","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00600","Eukaryota","","","","","","","","","","","","","","Hartmannellidae","","","","",""
"Taxa00601","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","","","","","",""
"Taxa00602","Eukaryota","Viridiplantae","","Chlorophyta","","","","","","","","","","","","","","","",""
"Taxa00603","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Sternorrhyncha","","","Psylloidea","","","","","",""
"Taxa00604","","","","","","","","","","","","","","","","","","","",""
"Taxa00605","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","","","","","",""
"Taxa00606","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00607","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00608","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00609","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00610","Eukaryota","","","Bacillariophyta","","Bacillariophyceae","","","","","","","","","","","","","",""
"Taxa00611","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00612","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","","","","","","","","","","",""
"Taxa00613","","","","","","","","","","","","","","","","","","","",""
"Taxa00614","Bacteria","","","Proteobacteria","","Gammaproteobacteria","","","","","","","","","","","","","",""
"Taxa00615","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00616","","","","","","","","","","","","","","","","","","","",""
"Taxa00617","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","Chlamydomonadales","","","","","Chlamydomonadaceae","","","Chlamydomonas","",""
"Taxa00618","Bacteria","","","Verrucomicrobia","","Opitutae","","","","Opitutales","","","","","Opitutaceae","","","","",""
"Taxa00619","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00620","Eukaryota","","","","","Dinophyceae","","","","","","","","","","","","","",""
"Taxa00621","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00622","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","","","","","","","","","","",""
"Taxa00623","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","",""
"Taxa00624","Bacteria","","","Proteobacteria","","","","","","","","","","","","","","","",""
"Taxa00625","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00626","","","","","","","","","","","","","","","","","","","",""
"Taxa00627","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00628","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","Sphingomonadales","","","","","Sphingomonadaceae","","","","",""
"Taxa00629","","","","","","","","","","","","","","","","","","","",""
"Taxa00630","Eukaryota","","","","","Dinophyceae","","","","","","","","","","","","","",""
"Taxa00631","Eukaryota","","","","","Dinophyceae","","","","","","","","","","","","","",""
"Taxa00632","Eukaryota","","","","","Dinophyceae","","","","","","","","","","","","","",""
"Taxa00633","","","","","","","","","","","","","","","","","","","",""
"Taxa00634","","","","","","","","","","","","","","","","","","","",""
"Taxa00635","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00636","Eukaryota","","","","","Oomycetes","","","","Lagenidiales","","","","","Lagenidiaceae","","","Lagenidium","",""
"Taxa00637","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00638","Bacteria","","","Proteobacteria","","Gammaproteobacteria","","","","Enterobacterales","","","","","Erwiniaceae","","","Buchnera","","Buchnera aphidicola"
"Taxa00639","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","Rhizobiales","","","","","Rhizobiaceae","","","","",""
"Taxa00640","Eukaryota","Fungi","Dikarya","Ascomycota","","Dothideomycetes","Pleosporomycetidae","","","Pleosporales","","","","","","","","","",""
"Taxa00641","","","","","","","","","","","","","","","","","","","",""
"Taxa00642","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","","","","","",""
"Taxa00643","Bacteria","","","Proteobacteria","","Gammaproteobacteria","","","","Pseudomonadales","","","","","Pseudomonadaceae","","","Pseudomonas","",""
"Taxa00644","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","","","","","",""
"Taxa00645","Eukaryota","Fungi","Dikarya","Ascomycota","","Eurotiomycetes","Eurotiomycetidae","","","Eurotiales","","","","","","","","","",""
"Taxa00646","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00647","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00648","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Parasitiformes","Mesostigmata","Monogynaspida","Gamasina","","Phytoseioidea","","","","","",""
"Taxa00649","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","","","","","",""
"Taxa00650","Bacteria","","","Proteobacteria","","Betaproteobacteria","","","","","","","","","","","","","",""
"Taxa00651","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00652","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","","","","","","","",""
"Taxa00653","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","","","","","","","","","","",""
"Taxa00654","","","","","","","","","","","","","","","","","","","",""
"Taxa00655","","","","","","","","","","","","","","","","","","","",""
"Taxa00656","","","","","","","","","","","","","","","","","","","",""
"Taxa00657","","","","","","","","","","","","","","","","","","","",""
"Taxa00658","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Culicoidea","Culicidae","Culicinae","","","",""
"Taxa00659","","","","","","","","","","","","","","","","","","","",""
"Taxa00660","Eukaryota","","","","","Dinophyceae","","","","","","","","","","","","","",""
"Taxa00661","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","","","","","","","","","","","uncultured delta proteobacterium"
"Taxa00662","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00663","Eukaryota","Metazoa","","Arthropoda","","","","","","","","","","","","","","","",""
"Taxa00664","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00665","Eukaryota","","","","","Litostomatea","Haptoria","","","","","","","","","","","","",""
"Taxa00666","","","","","","","","","","","","","","","","","","","",""
"Taxa00667","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00668","Eukaryota","Fungi","Dikarya","Ascomycota","","Dothideomycetes","Pleosporomycetidae","","","Pleosporales","","","","","","","","","",""
"Taxa00669","Eukaryota","","","Euglenida","","","","","","Eutreptiales","","","","","Astasiaceae","","","Rhabdomonas","",""
"Taxa00670","Eukaryota","","","Cryptophyta","","","","","","Cryptomonadales","","","","","Cryptomonadaceae","","","","",""
"Taxa00671","Eukaryota","","","Cryptophyta","","","","","","","","","","","","","","","",""
"Taxa00672","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00673","Eukaryota","Metazoa","","Mollusca","","Gastropoda","Heterobranchia","","Eupulmonata","Stylommatophora","","","","","","","","","",""
"Taxa00674","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00675","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00676","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","","","","","",""
"Taxa00677","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","Rhizobiales","","","","","","","","","",""
"Taxa00678","Eukaryota","Fungi","Dikarya","Ascomycota","","Dothideomycetes","Pleosporomycetidae","","","Pleosporales","Pleosporineae","","","","","","","","",""
"Taxa00679","Eukaryota","Fungi","Dikarya","Basidiomycota","","Tremellomycetes","","","","Tremellales","","","","","","","","","",""
"Taxa00680","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00681","Eukaryota","Metazoa","","Chordata","","","","","","","","","","","","","","","",""
"Taxa00682","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","","","","","",""
"Taxa00683","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00684","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00685","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00686","","","","","","","","","","","","","","","","","","","",""
"Taxa00687","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00688","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00689","Eukaryota","Fungi","Dikarya","Basidiomycota","","Ustilaginomycetes","","","","Ustilaginales","","","","","Ustilaginaceae","","","","",""
"Taxa00690","","","","","","","","","","","","","","","","","","","",""
"Taxa00691","Eukaryota","","","","","Chrysophyceae","","","","","","","","","","","","","",""
"Taxa00692","","","","","","","","","","","","","","","","","","","",""
"Taxa00693","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00694","Eukaryota","","","","","","","","","Protosteliales","","","","","","","","","",""
"Taxa00695","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","Caulobacterales","","","","","","","","","",""
"Taxa00696","","","","","","","","","","","","","","","","","","","",""
"Taxa00697","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00698","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","","","","","",""
"Taxa00699","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00700","","","","","","","","","","","","","","","","","","","",""
"Taxa00701","Bacteria","","","Proteobacteria","","Oligoflexia","","","","Bdellovibrionales","","","","","","","","","",""
"Taxa00702","","","","","","","","","","","","","","","","","","","",""
"Taxa00703","Bacteria","","","Proteobacteria","","","","","","","","","","","","","","","",""
"Taxa00704","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00705","Eukaryota","","","","","","","","","Kinetoplastida","","","","","","","","","",""
"Taxa00706","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Bibionomorpha","","Sciaroidea","","","","","",""
"Taxa00707","","","","","","","","","","","","","","","","","","","",""
"Taxa00708","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Heteroptera","Gerromorpha","","Gerroidea","","","","","",""
"Taxa00709","","","","","","","","","","","","","","","","","","","",""
"Taxa00710","Eukaryota","","","Cryptophyta","","","","","","Cryptomonadales","","","","","Cryptomonadaceae","","","Cryptomonas","","Cryptomonas paramecium"
"Taxa00711","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00712","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00713","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00714","Eukaryota","","","Apicomplexa","","Conoidasida","Gregarinasina","","","","","","","","","","","","",""
"Taxa00715","Bacteria","","","Proteobacteria","","","","","","","","","","","","","","","",""
"Taxa00716","","","","","","","","","","","","","","","","","","","",""
"Taxa00717","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","","","","","",""
"Taxa00718","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","",""
"Taxa00719","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00720","Bacteria","","","Proteobacteria","","Gammaproteobacteria","","","","","","","","","","","","","",""
"Taxa00721","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00722","Eukaryota","","","","","","","","","","","","","","Paramoebidae","","","Korotnevella","",""
"Taxa00723","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","Rhodospirillales","","","","","Acetobacteraceae","","","Acidocella","",""
"Taxa00724","","","","","","","","","","","","","","","","","","","",""
"Taxa00725","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","","","","","","","","","","",""
"Taxa00726","Eukaryota","","","","","","","","","","","","","","","","","Ischnamoeba","",""
"Taxa00727","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Sternorrhyncha","Aphidomorpha","","Aphidoidea","","","","","",""
"Taxa00728","","","","","","","","","","","","","","","","","","","",""
"Taxa00729","Eukaryota","Fungi","Dikarya","Ascomycota","","Dothideomycetes","Pleosporomycetidae","","","Pleosporales","","","","","","","","","",""
"Taxa00730","","","","","","","","","","","","","","","","","","","",""
"Taxa00731","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","","","","","","","","","","",""
"Taxa00732","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00733","Eukaryota","","","","","Oligohymenophorea","Scuticociliatia","","","","","","","","","","","","",""
"Taxa00734","Eukaryota","","","","","Oomycetes","","","","","","","","","","","","","",""
"Taxa00735","Eukaryota","","","","","","","","","Arcellinida","","","","","","","","","",""
"Taxa00736","Eukaryota","Fungi","Dikarya","Ascomycota","","Dothideomycetes","Dothideomycetidae","","","Dothideales","","","","","","","","","",""
"Taxa00737","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","","","","","","","",""
"Taxa00738","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","","","","","",""
"Taxa00739","Eukaryota","","","Apicomplexa","","Conoidasida","Coccidia","","","Eucoccidiorida","Eimeriorina","","","","Eimeriidae","","","","","uncultured Eimeriidae"
"Taxa00740","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00741","Eukaryota","","","","","","","","","Himatismenida","","","","","Cochliopodiidae","","","Cochliopodium","",""
"Taxa00742","Bacteria","","","Proteobacteria","","","","","","","","","","","","","","","",""
"Taxa00743","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00744","Eukaryota","","","Euglenida","","","","","","","","","","","","","","","",""
"Taxa00745","Eukaryota","Metazoa","","Chordata","","","","","","","","","","","","","","","",""
"Taxa00746","Eukaryota","","","","","","","","","","","","","","Vannellidae","","","","",""
"Taxa00747","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","Chlamydomonadales","","","","","Chlamydomonadaceae","","","Chlamydomonas","",""
"Taxa00748","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","Russulales","","","","","Lachnocladiaceae","","","","",""
"Taxa00749","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","Desulfuromonadales","","","","","","","","","",""
"Taxa00750","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","","","","","",""
"Taxa00751","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00752","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00753","Eukaryota","","","Euglenida","","","","","","Euglenales","","","","","","","","","",""
"Taxa00754","","","","","","","","","","","","","","","","","","","",""
"Taxa00755","","","","","","","","","","","","","","","","","","","",""
"Taxa00756","","","","","","","","","","","","","","","","","","","",""
"Taxa00757","","","","","","","","","","","","","","","","","","","",""
"Taxa00758","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","Chlamydomonadales","","","","","Chlamydomonadaceae","","","","",""
"Taxa00759","Eukaryota","Viridiplantae","","Chlorophyta","","","","","","","","","","","","","","","",""
"Taxa00760","","","","","","","","","","","","","","","","","","","",""
"Taxa00761","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00762","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","Chlamydomonadales","","","","","","","","","",""
"Taxa00763","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","Chlamydomonadales","","","","","Chlamydomonadaceae","","","","",""
"Taxa00764","Bacteria","","","Proteobacteria","","","","","","","","","","","","","","","",""
"Taxa00765","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","Rhodospirillales","","","","","Rhodospirillaceae","","","","",""
"Taxa00766","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","","","","","",""
"Taxa00767","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00768","Eukaryota","Fungi","Dikarya","Ascomycota","","Taphrinomycetes","","","","Taphrinales","","","","","Taphrinaceae","","","Taphrina","",""
"Taxa00769","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00770","Eukaryota","Viridiplantae","","","","","","","","","","","","","","","","","",""
"Taxa00771","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","","","","","","","","","","",""
"Taxa00772","Eukaryota","","","","","","","","","","","","","","Paramoebidae","","","Korotnevella","",""
"Taxa00773","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00774","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","","","","","","","","","","",""
"Taxa00775","Eukaryota","","","","","Dinophyceae","","","","","","","","","","","","","",""
"Taxa00776","Eukaryota","","","Cryptophyta","","","","","","Cryptomonadales","","","","","Goniomonadaceae","","","Goniomonas","",""
"Taxa00777","Eukaryota","","","","","","","","","Protosteliales","","","","","Protosteliaceae","","","Protostelium","","Protostelium mycophagum"
"Taxa00778","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00779","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","","","","","",""
"Taxa00780","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00781","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00782","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00783","Eukaryota","Fungi","","Zoopagomycota","","Entomophthoromycetes","","","","Entomophthorales","","","","","Entomophthoraceae","","","Pandora","",""
"Taxa00784","","","","","","","","","","","","","","","","","","","",""
"Taxa00785","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","","","","","","","","","","",""
"Taxa00786","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00787","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00788","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00789","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00790","Bacteria","","","Proteobacteria","","Gammaproteobacteria","","","","Pseudomonadales","","","","","Pseudomonadaceae","","","","",""
"Taxa00791","Eukaryota","","","","","Oligohymenophorea","Peritrichia","","","","","","","","","","","","",""
"Taxa00792","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Culicoidea","Culicidae","Culicinae","Culicini","Culex","",""
"Taxa00793","Eukaryota","Viridiplantae","","","","","","","","","","","","","","","","","",""
"Taxa00794","Eukaryota","","","","","","","","","","","","","","Vannellidae","","","","",""
"Taxa00795","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00796","Eukaryota","Fungi","","Zoopagomycota","","Entomophthoromycetes","","","","Entomophthorales","","","","","Entomophthoraceae","","","","",""
"Taxa00797","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00798","Bacteria","","","Proteobacteria","","","","","","","","","","","","","","","",""
"Taxa00799","","","","","","","","","","","","","","","","","","","",""
"Taxa00800","Bacteria","","","Proteobacteria","","Gammaproteobacteria","","","","","","","","","","","","","",""
"Taxa00801","Eukaryota","Fungi","","Blastocladiomycota","","Blastocladiomycetes","","","","Blastocladiales","","","","","","","","","",""
"Taxa00802","","","","","","","","","","","","","","","","","","","",""
"Taxa00803","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00804","Eukaryota","","","","","","","","","","","","","","Vexilliferidae","","","Vexillifera","","Vexillifera bacillipedes"
"Taxa00805","","","","","","","","","","","","","","","","","","","",""
"Taxa00806","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00807","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00808","Eukaryota","","","","","","","","","Himatismenida","","","","","Cochliopodiidae","","","Cochliopodium","",""
"Taxa00809","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00810","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","","Tetranychoidea","Tetranychidae","","","Tetranychus","","Tetranychus urticae"
"Taxa00811","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00812","Eukaryota","Viridiplantae","","Streptophyta","","Liliopsida","Petrosaviidae","","","Poales","","","","","Poaceae","","","","",""
"Taxa00813","Eukaryota","","","Bacillariophyta","","","","","","","","","","","","","","","",""
"Taxa00814","Eukaryota","Fungi","Dikarya","Ascomycota","","Saccharomycetes","","","","Saccharomycetales","","","","","Trichomonascaceae","","","","",""
"Taxa00815","Eukaryota","","","","","Eustigmatophyceae","","","","Eustigmatales","","","","","","","","","",""
"Taxa00816","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","Cantharellales","","","","","Tulasnellaceae","","","","",""
"Taxa00817","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Tanypodinae","Pentaneurini","Ablabesmyia","",""
"Taxa00818","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00819","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00820","Bacteria","","","Proteobacteria","","Gammaproteobacteria","","","","Enterobacterales","","","","","","","","","",""
"Taxa00821","Eukaryota","","","","","","","","","Protosteliales","","","","","Cavosteliaceae","","","Planoprotostelium","","Planoprotostelium aurantium"
