"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","tribe","genus","species"
"Taxa01348","Bacteria","","","Candidatus Melainabacteria","","","Vampirovibrionales","","","","Vampirovibrio","uncultured Vampirovibrio sp."
"Taxa01349","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa01350","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa01351","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","STD_prok02"
"Taxa01352","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","","uncultured delta proteobacterium"
"Taxa01353","Bacteria","","","Spirochaetes","Spirochaetia","","Spirochaetales","","Spirochaetaceae","","Spirochaeta",""
"Taxa01354","Bacteria","","","Actinobacteria","Actinobacteria","","","","","","","uncultured actinobacterium"
"Taxa01355","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter",""
"Taxa01356","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Microbacteriaceae","","",""
"Taxa01357","Bacteria","","","","","","","","","","",""
"Taxa01358","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa01359","Bacteria","","","Proteobacteria","Epsilonproteobacteria","","Campylobacterales","","Helicobacteraceae","","Sulfuricurvum",""
"Taxa01360","Bacteria","","","Acidobacteria","","","","","","","",""
"Taxa01361","Bacteria","","","Proteobacteria","Betaproteobacteria","","Nitrosomonadales","","Sterolibacteriaceae","","",""
"Taxa01362","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio","uncultured Bdellovibrio sp."
"Taxa01363","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa01364","Bacteria","","","Proteobacteria","Betaproteobacteria","","Nitrosomonadales","","Gallionellaceae","","Sideroxydans",""
"Taxa01365","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa01366","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa01367","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa01368","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa01369","Bacteria","","","","","","","","","","",""
"Taxa01370","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01371","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Fibrella",""
"Taxa01372","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","","","",""
"Taxa01373","Bacteria","","","","","","","","","","",""
"Taxa01374","Eukaryota","","","","Chrysophyceae","","","","","","",""
"Taxa01375","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","Candidatus Thioglobus","uncultured SUP05 cluster bacterium"
"Taxa01376","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Planctomycetaceae","","Planctomyces","uncultured Planctomyces sp."
"Taxa01377","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","","uncultured delta proteobacterium"
"Taxa01378","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium","uncultured Clostridium sp."
"Taxa01379","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Thermincola","uncultured Thermincola sp."
"Taxa01380","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01381","Bacteria","","","Lentisphaerae","Lentisphaeria","","Victivallales","","Victivallaceae","","Victivallis","uncultured Victivallis sp."
"Taxa01382","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa01383","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa01384","Bacteria","","","Acidobacteria","","","","","","","",""
"Taxa01385","Bacteria","","","","","","","","","","",""
"Taxa01386","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Micropepsales","","Micropepsaceae","","Rhizomicrobium",""
"Taxa01387","Bacteria","","","Bacteroidetes","Sphingobacteriia","","","","","","",""
"Taxa01388","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01389","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01390","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01391","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","",""
"Taxa01392","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium","uncultured Clostridium sp."
"Taxa01393","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01394","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01395","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Intrasporangiaceae","","",""
"Taxa01396","","","","","","","","","","","",""
"Taxa01397","Bacteria","","","Cyanobacteria","","","Synechococcales","","Leptolyngbyaceae","","",""
"Taxa01398","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium","uncultured Clostridium sp."
"Taxa01399","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa01400","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","Bacillaceae","","Bacillus",""
"Taxa01401","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa01402","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01403","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Rhizobiaceae","","Kaistia",""
"Taxa01404","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Crocinitomicaceae","","",""
"Taxa01405","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfovibrionales","","Desulfovibrionaceae","","Desulfovibrio",""
"Taxa01406","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01407","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","",""
"Taxa01408","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter","uncultured Geobacter sp."
"Taxa01409","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01410","Bacteria","","","Cyanobacteria","","","","","","","",""
"Taxa01411","Bacteria","","","Bacteroidetes","Sphingobacteriia","","","","","","",""
"Taxa01412","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01413","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01414","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","","","",""
"Taxa01415","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio","uncultured Bdellovibrio sp."
"Taxa01416","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01417","Bacteria","","","","","","","","","","",""
"Taxa01418","Bacteria","","","","","","","","","","",""
"Taxa01419","","","","","","","","","","","",""
"Taxa01420","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa01421","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfosporosinus",""
"Taxa01422","Bacteria","","","","","","","","","","","STD_prok03"
"Taxa01423","Bacteria","","","Verrucomicrobia","Opitutae","","Opitutales","","Opitutaceae","","Opitutus","uncultured Opitutus sp."
"Taxa01424","Bacteria","","","Nitrospirae","Nitrospira","","Nitrospirales","","Nitrospiraceae","","Nitrospira",""
"Taxa01425","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01426","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter","uncultured Geobacter sp."
"Taxa01427","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","Massilia",""
"Taxa01428","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01429","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","","uncultured delta proteobacterium"
"Taxa01430","Bacteria","","","Verrucomicrobia","Spartobacteria","","","","","","","uncultured Spartobacteria bacterium"
"Taxa01431","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01432","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01433","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","Novosphingobium",""
"Taxa01434","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","Flavisolibacter","uncultured Flavisolibacter sp."
"Taxa01435","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","Verrucomicrobiales","","","","",""
"Taxa01436","Bacteria","","","Acidobacteria","Acidobacteriia","","Bryobacterales","","Solibacteraceae","","Candidatus Solibacter","uncultured Candidatus Solibacter sp."
"Taxa01437","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","","uncultured delta proteobacterium"
"Taxa01438","Bacteria","","","","","","","","","","",""
"Taxa01439","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01440","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Hyphomicrobiaceae","","Pedomicrobium",""
"Taxa01441","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01442","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01443","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Moraxellaceae","","Acinetobacter",""
"Taxa01444","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa01445","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa01446","Eukaryota","Viridiplantae","","Streptophyta","","","","","","","",""
"Taxa01447","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01448","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter",""
"Taxa01449","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa01450","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Sorangiineae","","","",""
"Taxa01451","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Aeromonadales","","Aeromonadaceae","","Aeromonas",""
"Taxa01452","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01453","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01454","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01455","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","",""
"Taxa01456","Bacteria","","","Firmicutes","Bacilli","","Lactobacillales","","Lactobacillaceae","","Lactobacillus",""
"Taxa01457","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa01458","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Flavobacterium",""
"Taxa01459","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa01460","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Rickettsiaceae","","",""
"Taxa01461","Bacteria","","","Elusimicrobia","Elusimicrobia","","","","","","","uncultured Elusimicrobia bacterium"
"Taxa01462","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfosporosinus","uncultured Desulfosporosinus sp."
"Taxa01463","Bacteria","","","Tenericutes","Mollicutes","","Mycoplasmatales","","Mycoplasmataceae","","Mycoplasma",""
"Taxa01464","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Bradyrhizobiaceae","","Bradyrhizobium",""
"Taxa01465","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Planctomycetaceae","","Schlesneria","uncultured Schlesneria sp."
"Taxa01466","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","Novosphingobium",""
"Taxa01467","Bacteria","","","","","","","","","","",""
"Taxa01468","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01469","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","",""
"Taxa01470","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","Verrucomicrobiales","","","","",""
"Taxa01471","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa01472","Bacteria","","","Ignavibacteriae","Ignavibacteria","","Ignavibacteriales","","","","",""
"Taxa01473","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","",""
"Taxa01474","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Microbacteriaceae","","",""
"Taxa01475","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01476","Bacteria","","","","","","","","","","",""
"Taxa01477","Bacteria","","","Proteobacteria","Betaproteobacteria","","Nitrosomonadales","","Methylophilaceae","","",""
"Taxa01478","Bacteria","","","Proteobacteria","Betaproteobacteria","","Rhodocyclales","","Azonexaceae","","Dechloromonas",""
"Taxa01479","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01480","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","Mucilaginibacter",""
"Taxa01481","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium","uncultured Clostridium sp."
"Taxa01482","Bacteria","","","Planctomycetes","Candidatus Brocadiae","","Candidatus Brocadiales","","Candidatus Brocadiaceae","","",""
"Taxa01483","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Rhizobiaceae","","",""
"Taxa01484","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","Sphingomonas",""
"Taxa01485","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter",""
"Taxa01486","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01487","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Sorangiineae","","","",""
"Taxa01488","Bacteria","","","","","","","","","","",""
"Taxa01489","Bacteria","","","Chlamydiae","Chlamydiia","","Parachlamydiales","","Parachlamydiaceae","","",""
"Taxa01490","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa01491","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01492","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01493","Bacteria","","","Verrucomicrobia","","","","","","","",""
"Taxa01494","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter","uncultured Geobacter sp."
"Taxa01495","Bacteria","","","Verrucomicrobia","Opitutae","","Opitutales","","Opitutaceae","","Opitutus",""
"Taxa01496","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01497","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","Solitalea","uncultured Solitalea sp."
"Taxa01498","Bacteria","","","Actinobacteria","Actinobacteria","","Streptomycetales","","Streptomycetaceae","","Streptomyces",""
"Taxa01499","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa01500","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","Mucilaginibacter",""
"Taxa01501","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","Telmatospirillum",""
"Taxa01502","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01503","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","Azospirillum",""
"Taxa01504","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa01505","Eukaryota","Viridiplantae","","","","","","","","","",""
"Taxa01506","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01507","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa01508","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01509","Bacteria","","","Fibrobacteres","Fibrobacteria","","Fibrobacterales","","Fibrobacteraceae","","Fibrobacter","uncultured Fibrobacter sp."
"Taxa01510","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01511","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa01512","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01513","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa01514","Bacteria","","","","","","","","","","",""
"Taxa01515","Bacteria","","","Bacteroidetes","Bacteroidia","","Bacteroidales","","","","","uncultured Bacteroidales bacterium"
"Taxa01516","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa01517","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Ruminococcaceae","","",""
"Taxa01518","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01519","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01520","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Chlamydomonadales","","Chlamydomonadaceae","","Chlamydomonas",""
"Taxa01521","Bacteria","","","Proteobacteria","Betaproteobacteria","","Rhodocyclales","","Rhodocyclaceae","","Rhodocyclus","uncultured Rhodocyclus sp."
"Taxa01522","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","Chitinophaga",""
"Taxa01523","Bacteria","","","Proteobacteria","Betaproteobacteria","","Nitrosomonadales","","","","",""
"Taxa01524","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01525","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Holosporales","","Caedimonadaceae","","",""
"Taxa01526","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","","","",""
"Taxa01527","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Cystobacterineae","Anaeromyxobacteraceae","","Anaeromyxobacter","uncultured Anaeromyxobacter sp."
"Taxa01528","Bacteria","","","Firmicutes","Negativicutes","","","","","","",""
"Taxa01529","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01530","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","Sphingomonas",""
"Taxa01531","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Xanthomonadales","","Xanthomonadaceae","","Lysobacter",""
"Taxa01532","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01533","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01534","","","","","","","","","","","",""
"Taxa01535","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Xanthomonadales","","","","",""
"Taxa01536","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Chryseobacterium",""
"Taxa01537","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01538","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01539","","","","","","","","","","","",""
"Taxa01540","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Comamonadaceae","","",""
"Taxa01541","","","","","","","","","","","",""
"Taxa01542","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa01543","Bacteria","","","","","","","","","","",""
"Taxa01544","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01545","Bacteria","","","","","","","","","","",""
"Taxa01546","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfovibrionales","","Desulfovibrionaceae","","Desulfovibrio",""
"Taxa01547","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Enterobacterales","","Enterobacteriaceae","","",""
"Taxa01548","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","Candidatus Endonucleariobacter","Candidatus Endonucleariobacter rarus"
"Taxa01549","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","","uncultured gamma proteobacterium"
"Taxa01550","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa01551","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01552","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01553","Bacteria","","","Elusimicrobia","Elusimicrobia","","Elusimicrobiales","","Elusimicrobiaceae","","Elusimicrobium","uncultured Elusimicrobium sp."
"Taxa01554","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Nevskiales","","Sinobacteraceae","","Nevskia",""
"Taxa01555","Bacteria","","","Verrucomicrobia","Spartobacteria","","","","","","","uncultured Spartobacteria bacterium"
"Taxa01556","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Burkholderiaceae","","",""
"Taxa01557","Bacteria","","","","","","","","","","",""
"Taxa01558","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","","","",""
"Taxa01559","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01560","Bacteria","","","","","","","","","","",""
"Taxa01561","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Hyphomicrobiaceae","","Pedomicrobium",""
"Taxa01562","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01563","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa01564","Bacteria","","","Firmicutes","Clostridia","","","","","","",""
"Taxa01565","Eukaryota","Viridiplantae","","Streptophyta","","","","","","","",""
"Taxa01566","Bacteria","","","","","","","","","","",""
"Taxa01567","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa01568","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter","uncultured Geobacter sp."
"Taxa01569","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","Lacibacter",""
"Taxa01570","Bacteria","","","","","","","","","","",""
"Taxa01571","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa01572","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa01573","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","Gemmata",""
"Taxa01574","","","","","","","","","","","",""
"Taxa01575","Bacteria","","","Spirochaetes","Spirochaetia","","Spirochaetales","","Spirochaetaceae","","Spirochaeta",""
"Taxa01576","Archaea","","","","","","","","","","",""
"Taxa01577","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01578","","","","","","","","","","","",""
"Taxa01579","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Moraxellaceae","","Acinetobacter",""
"Taxa01580","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Cellulomonadaceae","","Cellulomonas",""
"Taxa01581","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa01582","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01583","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","Mucilaginibacter",""
"Taxa01584","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","Staphylococcaceae","","Staphylococcus",""
"Taxa01585","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01586","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01587","","","","","","","","","","","",""
"Taxa01588","Bacteria","","","","","","","","","","",""
"Taxa01589","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa01590","Bacteria","","","Firmicutes","Negativicutes","","Selenomonadales","","Sporomusaceae","","",""
"Taxa01591","Bacteria","","","","","","","","","","",""
"Taxa01592","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa01593","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01594","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01595","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01596","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","Lacibacterium",""
"Taxa01597","Bacteria","","","","","","","","","","",""
"Taxa01598","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","",""
"Taxa01599","Bacteria","","","","","","","","","","",""
"Taxa01600","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa01601","Bacteria","","","Proteobacteria","Betaproteobacteria","","Neisseriales","","Chromobacteriaceae","","Leeia",""
"Taxa01602","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","Mucilaginibacter",""
"Taxa01603","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01604","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","Verrucomicrobiales","","","","",""
"Taxa01605","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa01606","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Candidatus Midichloriaceae","","Candidatus Lariskella",""
"Taxa01607","","","","","","","","","","","",""
"Taxa01608","Bacteria","","","Candidatus Melainabacteria","","","Vampirovibrionales","","","","Vampirovibrio","uncultured Vampirovibrio sp."
"Taxa01609","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa01610","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Bradyrhizobiaceae","","Rhodopseudomonas",""
"Taxa01611","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodobacterales","","Rhodobacteraceae","","",""
"Taxa01612","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","","uncultured Rhizobiales bacterium"
"Taxa01613","Bacteria","","","Bacteroidetes","Bacteroidia","","Bacteroidales","","Dysgonamonadaceae","","Dysgonomonas",""
"Taxa01614","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Moraxellaceae","","",""
"Taxa01615","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01616","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa01617","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa01618","Archaea","","","Euryarchaeota","Methanobacteria","","Methanobacteriales","","Methanobacteriaceae","","Methanobacterium",""
"Taxa01619","Bacteria","","","","","","","","","","",""
"Taxa01620","Bacteria","","","Proteobacteria","","","","","","","",""
